LONGITUDE,LATITUDE,OBJECTID_left,SOURCE,EXT_ID,CAT1,CAT2,CAT3,ORG_NAME,NAME,ADDRLN1,ADDRLN2,CITY,STATE,HOURS,PHONES,EMAIL,URL,INFO1,INFO2,POST_ID,DESCRIPTION,ZIP,LINK,USE_TYPE,DATE_UPDATED,DIS_STATUS,POINT_X,POINT_Y,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID_right,Shape_STAr,Shape_STLe,X_Center,Y_Center
-118.3214731,34.10182297,97626692,211,,Social Services,Homeless Shelters and Services,,,Children's Hosptial Los Angeles - High Risk Youth Program - Saban Free Clinic,6043 Hollywood Blvd.,,Los Angeles,CA,"Tuesday, 1:00pm to 5:00pm and Thursday, 2:00pm to 5:00pm. ","Appointments Service/Intake (323) 653-1990, Saban Free Clinic Admin. Administrative (323) 462-8632, Medi-Cal, HMO and Patients under 21 Service/Intake (323) 337-1775",,www.childrenshospitalla.org/site/c.ipINKTOAJsG/b.4452451/,,,946,The agency provides health services and homeless support services for youth age 12 to 24 in the Hollywood area.,90028,http://egis3.lacounty.gov/lms/?p=946,publish,2013-06-01T11:50:56.000Z,,6464350.123,1859591.356,POINT (-118.3214730558029 34.1018229667541),1482,191000,6037191000,1910,1484,6982443.05,11184.15485,6464284,1859277
-118.3170911,34.10149197,97679685,211,,Social Services,Homeless Shelters and Services,,www.myfriendsplace.org,My Friend's Place,5850 Hollywood Blvd.,,Hollywood,CA,,"Service/Intake and Administration (323) 908-0011 Ext.100, 888-YOUTH-50 Service/Intake and Hotline (888) 968-8450",,www.myfriendsplace.org,,,57764,The agency provides homeless support services and runaway services for youth and young adults who are in the Hollywood area.,90028,http://egis3.lacounty.gov/lms/?p=57764,publish,2013-06-01T11:50:56.000Z,,6465676.31,1859466.686,POINT (-118.3170910562352 34.10149196710815),1482,191000,6037191000,1910,1484,6982443.05,11184.15485,6464284,1859277
-118.3221591,34.09905897,97679927,211,,Social Services,Homeless Shelters and Services,,www.layn.org,Los Angeles Youth Network - Gower Youth Shelter,1550 N. Gower St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (323) 464-4357,  Administrative (323) 467-8466, 24 hours Service/Intake (323) 957-7757,  Administrative (323) 957-7364",,www.layn.org,,,58024,The agency provides runaway services and a shelter for youth in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=58024,publish,2013-06-01T11:50:56.000Z,,6464139.225,1858586.154,POINT (-118.3221590565587 34.0990589665485),1482,191000,6037191000,1910,1484,6982443.05,11184.15485,6464284,1859277
-118.3221587,34.09905913,97687997,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Los Angeles Youth Network - Gower,1550 N Gower St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day.  This shelter is targeted for homeless youth 12 to 17 years old. ",Service/Intake (323) 957-7757,,www.lahsa.org,,,71679,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90028,http://egis3.lacounty.gov/lms/?p=71679,publish,2010-11-01T11:50:56.000Z,,6464139.347,1858586.212,POINT (-118.3221586562051 34.0990591271874),1482,191000,6037191000,1910,1484,6982443.05,11184.15485,6464284,1859277
-118.3192561,34.10186297,97696826,211,,Social Services,Homeless Shelters and Services,,,Salvation Army - The Way In,5939 Hollywood Blvd.,,Hollywood,CA,"Site Hours:  Drop In Center hours are Monday through Friday, 6:00pm to 8:00pm.  Shelter programs hours are Monday through Sunday, 24 hours per day.     ","FAX (323) 468-8678, 24 Hour Service/Intake and Hotline (323) 469-2946, 24 Hour Service/Intake and Hotline (800) 843-9294",,,,,1133,"The center provides holiday assistance, runaway services and shelter for homeless youth who are in the Hollywood area.",90028,http://egis3.lacounty.gov/lms/?p=1133,publish,2017-10-16T14:55:18.000Z,,6465021.324,1859603.773,POINT (-118.3192560558409 34.10186296678064),1482,191000,6037191000,1910,1484,6982443.05,11184.15485,6464284,1859277
-118.298445,34.09787918,97626698,211,,Social Services,Homeless Shelters and Services,,,Children's Hosptial Los Angeles - High Risk Youth Program,5000 W Sunset Blvd,4th Fl.,Los Angeles,CA,"Monday through Friday, 8:30am to 5:00pm.  Clinic hours Tuesday and Thursday, 1:00pm to 5:30pm. ","Administrative (323) 361-2390, Appointments Service/Intake (323) 653-1990, Medi-Cal, HMO and Patients under 21 Service/Intake (323) 337-1775",,www.childrenshospitalla.org/site/c.ipINKTOAJsG/b.4452451/,,,947,The agency provides health services and homeless support services for youth age 12 to 24 in the Hollywood area.,90027,http://egis3.lacounty.gov/lms/?p=947,publish,2013-06-01T11:50:56.000Z,,6471317.186,1858134.646,POINT (-118.2984449559496 34.09787917653226),1402,191201,6037191201,1912.01,1404,6159784.242,9951.82036,6472002,1858388
-118.3237937,34.05281501,97626854,211,,Social Services,Homeless Shelters and Services,,,Center For The Pacific Asian Family Inc,1102 Crenshaw Blvd,,Los Angeles,CA,,"Hotline-24 Hour Service/Intake and Hotline (323) 966-4590, Hotline-24 Hours Service/Intake and Hotline (323) 653-4042,  Administrative (323) 653-4045,  FAX (323) 653-7913, Hotline-24 Hour Service/Intake and Hotline (800) 339-3940",,www.nurturingchange.org,,,1073,"The center provides child abuse services, domestic violence services, shelter, sexual assault services, volunteer opportunities, and welfare-to-work support services.",90019,http://egis3.lacounty.gov/lms/?p=1073,publish,2013-06-01T11:50:56.000Z,,6463590.154,1841758.772,POINT (-118.3237936562439 34.05281500657335),982,212900,6037212900,2129,984,4021574.851,8954.956841,6464273,1840535
-118.138432,34.69788338,97627056,211,,Social Services,Homeless Shelters and Services,,www.catalystfdn.org,"Catalyst Foundation , The",540 W Lancaster Blvd,,Lancaster,CA,"Monday through Thursday, 8:00am to 5:00pm; Friday, 8:00am to 12:00pm. ","Service/Intake and Administration (661) 949-7378,  FAX (661) 942-0022,  Service/Intake and Administration (661) 948-8559",,www.catalystfdn.org,,,1283,The foundation provides emergency food and HIV/AIDS services for Antelope Valley residents.,93534,http://egis3.lacounty.gov/lms/?p=1283,publish,2013-06-01T11:50:56.000Z,,6520061.216,2076383.689,POINT (-118.138431956915 34.69788337567378),285,900806,6037900806,9008.06,286,19327049.35,17961.45238,6518992,2075862
-118.1375461,34.70308097,97679031,211,,Social Services,Homeless Shelters and Services,,valleyoasis.org,Antelope Valley Domestic Violence Council - Homeless Solutions Access Center,45134 N. Sierra Hwy.,,Lancaster,CA,"Wednesday, by appointment only.  Monday, Tuesday, Thursday, Friday, 2:00pm to 5:00pm, by appointment only. ","Homeless Solutions Access Center Service/Intake (661) 942-2758,  FAX (661) 942-2079",,valleyoasis.org,,,57287,"The agency provides domestic violence services, homeless support services, shelter and thrift shops for people of all ages in Los Angeles County.",93534,http://egis3.lacounty.gov/lms/?p=57287,publish,2013-06-01T11:50:56.000Z,,6520330.083,2078274.888,POINT (-118.1375460575023 34.70308096589449),285,900806,6037900806,9008.06,286,19327049.35,17961.45238,6518992,2075862
-118.1373111,34.702937,97679199,211,,Social Services,Homeless Shelters and Services,,www.graceresources.org,Grace Resources Inc,45134 Sierra Hwy,,Lancaster,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (661) 940-5274,  Service/Intake (661) 940-5272",,www.graceresources.org,,,57403,"The agency provides education services, emergency food, holiday assistance, personal goods and a thrift shop for people who live in the Antelope Valley, including people who are homeless and undocumented.",93534,http://egis3.lacounty.gov/lms/?p=57403,publish,2013-06-01T11:50:56.000Z,,6520400.642,2078222.396,POINT (-118.1373110576947 34.70293699599402),285,900806,6037900806,9008.06,286,19327049.35,17961.45238,6518992,2075862
-118.1375461,34.70308097,97680067,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Antelope Valley Access Center,45134 N. Sierra Hwy.,,Lancaster,CA,"Monday through Friday, 3:15pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58167,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93534,http://egis3.lacounty.gov/lms/?p=58167,publish,2013-06-01T11:50:56.000Z,,6520330.083,2078274.888,POINT (-118.1375460575023 34.70308096589449),285,900806,6037900806,9008.06,286,19327049.35,17961.45238,6518992,2075862
-118.1386738,34.70176567,97683075,211,,Social Services,Homeless Shelters and Services,,www.mhala.org,Mental Health America Of Los Angeles - Antelope Valley Services,506 W Jackman St,,Lancaster,CA,,"FAX (661) 726-2854,  Service/Intake and Administration (661) 726-2850",,www.mhala.org,,,60884,"This agency provides homeless support, mental health services and volunteer opportunities for people in the Antelope Valley area.",93534,http://egis3.lacounty.gov/lms/?p=60884,publish,2013-06-01T11:50:56.000Z,,6519990.486,2077796.675,POINT (-118.1386737573586 34.70176566570979),285,900806,6037900806,9008.06,286,19327049.35,17961.45238,6518992,2075862
-118.1415527,34.69538182,97688101,211,,Social Services,Homeless Shelters and Services,,,"Catalyst Foundation, The - Clinic",44758 Elm Ave,,Lancaster,CA,"Monday through Thursday, 8:00am to 5:00pm; Friday, 8:00am to 12:00pm. ",Service/Intake (661) 948-8559,,www.catalystfdn.org,,,71751,The foundation provides emergency food and HIV/AIDS services for Antelope Valley residents.,93534,http://egis3.lacounty.gov/lms/?p=71751,publish,2010-11-01T11:50:56.000Z,,6519121.932,2075474.601,POINT (-118.1415526577936 34.69538181632544),285,900806,6037900806,9008.06,286,19327049.35,17961.45238,6518992,2075862
-118.4370661,34.14913797,97627164,211,,Social Services,Homeless Shelters and Services,,,Jewish Family Service Of Los Angeles - Family Violence Project,13949 Ventura Blvd.,,Sherman Oaks,CA,,"Administrative (818) 789-1293, 24 Hr. Hotline and Main Intake Service/Intake and Hotline (818) 505-0900, 24 Hour Service/Intake and Hotline (310) 858-9344,  FAX (818) 789-7581",,www.jfsla.org,,,1353,"The project provides domestic violence services, shelter and welfare-to-work support services for victims of domestic violence.",91423,http://egis3.lacounty.gov/lms/?p=1353,publish,2013-06-01T11:50:56.000Z,,6429431.468,1876942.031,POINT (-118.4370660563693 34.1491379668155),449,141201,6037141201,1412.01,450,7545633.402,12115.15349,6427809,1878257
-118.3062591,34.18124297,97627189,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Burbank,300 E. Angeleno,,Burbank,CA,,"FAX (818) 845-7274,  Service/Intake (818) 845-7214",,www.salvationarmy-socal.org,,,1360,"This agency provides counseling services, emergency food, holiday assistance, recreational programs and utility bill assistance for families, couples, and individuals who live in Burbank, North Hollywood, Sun Valley, Sunland and Tujunga.",91502,http://egis3.lacounty.gov/lms/?p=1360,publish,2013-06-01T11:50:56.000Z,,6469043.934,1888479.236,POINT (-118.3062590566876 34.18124296690373),1623,310702,6037310702,3107.02,1625,11325999.04,13553.76521,6468888,1888444
-118.0295641,34.08551997,97627200,211,,Social Services,Homeless Shelters and Services,,www.oursaviourcenter.org,Our Saviour Center,4368 Santa Anita Ave.,,El Monte,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (626) 579-2689, Family Planning Service/Intake (626) 579-0290 Ext.100, Administration Service/Intake (626) 579-2190 Ext.116, Shelter Service/Intake (626) 579-0290 Ext.127, Clinic Service/Intake (626) 579-2190 Ext.100,  Service/Intake (626) 579-0290, Y",,www.oursaviourcenter.org,,,1364,"This center provides, emergency food, family planning, health services, recreational programs, and shelter for low-income people who live in El Monte and South El Monte.",91731,http://egis3.lacounty.gov/lms/?p=1364,publish,2013-06-01T11:50:56.000Z,,6552718.595,1853504.083,POINT (-118.0295640570203 34.0855199669602),1770,432402,6037432402,4324.02,1772,16204156.04,18801.10784,6553165,1853329
-118.0318051,34.08233397,97679340,211,,Social Services,Homeless Shelters and Services,,www.catholiccharitiesla.org,Catholic Charities Of Los Angeles - San Juan Diego Center,4171 Tyler Ave.,,El Monte,CA,"SITE HOURS: Monday through Friday, 9:00am to 1:00pm. ","FAX (626) 575-1072,  Service/Intake (626) 575-7652",,www.catholiccharitiesla.org,,,57505,"The agency provides emergency food, holiday assistance and utility bill assistance for people in the San Gabriel Valley, including people who are homeless or undocumented.",91731,http://egis3.lacounty.gov/lms/?p=57505,publish,2013-06-01T11:50:56.000Z,,6552039.672,1852344.845,POINT (-118.0318050568628 34.08233396725849),1770,432402,6037432402,4324.02,1772,16204156.04,18801.10784,6553165,1853329
-118.2467481,34.04230597,97627400,211,,Social Services,Homeless Shelters and Services,,www.lampcommunity.org,Lamp Community - Frank Rice Access Center,627 San Julian St.,,Los Angeles,CA,"Monday through Friday, 8:00am to 4:00pm. ","Administrative (213) 488-9559,  Service/Intake (213) 488-0031",,www.lampcommunity.org,,,2023,"The agency provides homeless support services and shelter for adults who have chronic mental illness and who are in Skid Row and downtown Los Angeles, including people who are undocumented or who have developmental disabilities or a dual diagnosis of mental illness and substance abuse.",90014,http://egis3.lacounty.gov/lms/?p=2023,publish,2013-06-01T11:50:56.000Z,,6486918.56,1837868.107,POINT (-118.2467480559755 34.0423059670036),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2448581,34.04311397,97678886,211,,Social Services,Homeless Shelters and Services,,www.urm.org,Union Rescue Mission,545 S. San Pedro St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 347-6300, Volunteer Opportunities Service/Intake (213) 347-6300 Ext.1149, Other donations Service/Intake (213) 347-6300 Ext.1023,  FAX (213) 612-0260, Vehicle donations Service/Intake (800) 833-0078",,www.urm.org,,,57174,The agency provides Christian-oriented social services for people of all ages in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=57174,publish,2013-06-01T11:50:56.000Z,,6487491.847,1838160.753,POINT (-118.2448580568582 34.04311396705743),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2431051,34.04351197,97678900,211,,Social Services,Homeless Shelters and Services,,,Emmanuel Baptist Rescue Mission,530 E. Fifth St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (213) 626-4681,,,,,57178,"The agency provides emergency food, holiday assistance and shelter for homeless men in the Skid Row area of downtown Los Angeles.",90013,http://egis3.lacounty.gov/lms/?p=57178,publish,2013-06-01T11:50:56.000Z,,6488023.258,1838304.303,POINT (-118.2431050568489 34.0435119670299),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2455051,34.04225697,97679349,211,,Social Services,Homeless Shelters and Services,,www.midnightmission.org,Midnight Mission,601 S. San Pedro St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. ","FAX (213) 553-2359,  Service/Intake and Administration (213) 624-9258, Volunteers- Georgia Berkovitch Service/Intake (213) 624-9258 Ext.1243,  Service/Intake (888) 624-9258",,www.midnightmission.org,,,57512,"The agency provides emergency food, holiday assistance, homeless supportive services, housing services, personal goods and shelter for single men and women in the Skid Row area of downtown Los Angeles.",90014,http://egis3.lacounty.gov/lms/?p=57512,publish,2013-06-01T11:50:56.000Z,,6487295.08,1837849.352,POINT (-118.2455050567953 34.04225696650698),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2451619,34.04227747,97679686,211,,Social Services,Homeless Shelters and Services,,www.weingart.org,Weingart Center Association,501 E 6Th St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Donation Program Service/Intake (800) 390-7164,  FAX (626) 689-2289, Weingart Institute Administration (213) 689-2280, Homeless Access Center Service/Intake (213) 833-5020, Donations/Volunteers Service/Intake (213) 689-2224, Hope Row Resource Center FAX (",,www.weingart.org,,,57766,The agency provides homeless support services and shelter for adults primarily in the Downtown Skid Row area of Los Angeles.,90021,http://egis3.lacounty.gov/lms/?p=57766,publish,2013-06-01T11:50:56.000Z,,6487399.07,1837856.559,POINT (-118.2451618561143 34.04227746680728),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2448581,34.04311397,97680082,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Eimago (Union Rescue Mission),545 S. San Pedro St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Twin Towers/Men Central Jail       451 Bauchet Ave.       Los Angeles, CA 90012       5:00pm       Los Angeles Union Station       Northeast Corner of Olvera St. @ Alameda St.       Los Angeles, CA 90012       5:15pm       Public Storage       1215 7th St.       Los Angeles, CA 90021       5:30pm  ",Service/Intake and Administration (213) 347-6300,,www.lahsa.org,,,58194,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=58194,publish,2013-06-01T11:50:56.000Z,,6487491.847,1838160.753,POINT (-118.2448580568582 34.04311396705743),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2464301,34.04229997,97682517,211,,Social Services,Homeless Shelters and Services,,www.voala.org,Volunteers Of America - San Julian Access Center,628 S. San Julian St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (213) 624-4357,,www.voala.org,,,60394,The program provides homeless support services in Downtown Los Angeles.,90014,http://egis3.lacounty.gov/lms/?p=60394,publish,2013-06-01T11:50:56.000Z,,6487014.892,1837865.687,POINT (-118.246430056081 34.04229996672715),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2441902,34.04338456,97687999,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Lamp Community,526 S San Pedro St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (213) 488-9559,,www.lahsa.org,,,71681,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=71681,publish,2010-11-01T11:50:56.000Z,,6487694.423,1838258.733,POINT (-118.2441901558038 34.043384556891),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2454395,34.04411947,97695010,211,,Social Services,Homeless Shelters and Services,,,Russ - Sro Housing Corporation,517 San Julian St,,Los Angeles,CA,"Russ Information Desk is available Monday through Friday, 9:00am to 11:00am; Russ Rental Office is available Monday through Friday, 9:00am to 4:00pm. ",Information Only (213) 229-9655,,www.srohousing.org,,,70754,The agency provides low-cost housing for homeless and low-income adults in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=70754,publish,2016-06-16T10:46:57.000Z,,6487316.609,1838527.102,POINT (-118.2454394562927 34.04411946715759),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2451922,34.0440252,97695023,211,,Social Services,Homeless Shelters and Services,,,Angelus Inn - Sro Housing Corporation,518 San Julian St,,Los Angeles,CA, ,Information Only (213) 229-9662,,www.srohousing.org,,,70741,The agency provides low-cost housing for homeless and low-income adults in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=70741,publish,2016-06-16T10:53:24.000Z,,6487391.442,1838492.613,POINT (-118.2451921563904 34.04402519715978),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.2441902,34.04338456,97696834,211,,Social Services,Homeless Shelters and Services,,www.lampcommunity.org,Lamp Community,526 S San Pedro St,,Los Angeles,CA,,"Service/Intake (213) 488-0031,  Service/Intake and Administration (213) 488-9559,  FAX (213) 270-9060",,www.lampcommunity.org,,,3156,"The agency provides homeless support services and shelter for adults who have chronic mental illness and who are in Skid Row and downtown Los Angeles, including people who are undocumented or who have developmental disabilities or a dual diagnosis of mental illness and substance abuse.",90013,http://egis3.lacounty.gov/lms/?p=3156,publish,2017-10-16T14:57:24.000Z,,6487694.423,1838258.733,POINT (-118.2441901558038 34.043384556891),691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432
-118.0335875,33.97583804,97627593,211,,Social Services,Homeless Shelters and Services,,,Women's And Children's Crisis Shelter,13305 Penn St,,Whittier,CA,"Monday through Sunday, 24 hours per day. ","Administrative (562) 945-3937,  Service/Intake and Hotline (562) 945-3939",,,,,2460,The agency provides domestic violence services for low-income victims of intimate partner domestic violence and their children from all areas of Los Angeles County.,90602,http://egis3.lacounty.gov/lms/?p=2460,publish,2013-06-01T11:50:56.000Z,,6551487.008,1813589.031,POINT (-118.0335874568989 33.97583803757939),1954,501504,6037501504,5015.04,1956,8025089.354,12471.33769,6550451,1814833
